0.47309,0.46686,0.49827,0.047638,1,0.4685,0.471,0.05
0.4623,0.21225,0.52092,0.051625,2,0.481,0.2285,0.05
0.3583,0.011123,0.52361,0.046907,3,0.3585,0.0085,0.05
0.19415,0.32453,0.49578,0.048806,4,0.181,0.321,0.05
0.14481,0.054701,0.50929,0.049274,5,0.1435,0.056,0.05
0.062611,0.40049,0.50042,0.04892,6,0.066,0.426,0.05
0.075918,0.43954,0.54126,0.045677,7,0.0735,0.451,0.05
0.41582,0.27931,0.51416,0.048134,8,0.4635,0.296,0.05
0.0007637,0.33608,0.48728,0.045707,9,0.001,0.386,0.05
0.053762,0.18229,0.52112,0.054798,10,0.0535,0.186,0.05
0.021725,0.28463,0.47516,0.051544,11,0.026,0.366,0.05
0.1576,0.023884,0.53249,0.050114,12,0.1735,0.0335,0.05
0.41972,0.3238,0.48992,0.04918,13,0.4285,0.3335,0.05
0.44774,0.48823,0.49749,0.054007,14,0.4585,0.4985,0.05
0.38426,0.17617,0.51844,0.049951,15,0.4085,0.1735,0.05
0.48236,0.41434,0.49194,0.044636,16,0.4935,0.4235,0.05
0.34025,0.36717,0.47353,0.042968,17,0.351,0.356,0.05
0.22085,0.38368,0.46412,0.050842,18,0.211,0.3835,0.05
0.37879,0.16517,0.50314,0.052681,19,0.371,0.166,0.05
0.2714,0.40979,0.51987,0.048248,20,0.2685,0.406,0.05
0.29177,0.44896,0.49188,0.053498,21,0.2835,0.446,0.05
0.48598,0.1452,0.48536,0.046488,22,0.4535,0.1435,0.05
0.32748,0.12476,0.51648,0.051271,23,0.331,0.141,0.05
0.069542,0.069722,0.51585,0.047773,24,0.0685,0.0735,0.05
0.28025,0.35156,0.50791,0.049726,25,0.266,0.351,0.05
0.097416,0.038494,0.51403,0.05501,26,0.1285,0.046,0.05
0.034911,0.14496,0.5278,0.047259,27,0.0335,0.136,0.05
0.35237,0.36209,0.51246,0.050922,28,0.3785,0.3735,0.05
0.17037,0.27682,0.54249,0.051417,29,0.171,0.2885,0.05
0.058182,0.046353,0.51162,0.052463,30,0.051,0.0435,0.05
0.37329,0.44202,0.48501,0.050271,31,0.381,0.4535,0.05
0.37933,0.081085,0.50636,0.042773,32,0.361,0.0785,0.05
0.48397,0.42787,0.50262,0.050551,33,0.486,0.4035,0.05
0.25608,0.052449,0.53279,0.05445,34,0.311,0.061,0.05
0.065098,0.27339,0.47627,0.050383,35,0.0635,0.2685,0.05
0.11392,0.11062,0.52765,0.044258,36,0.1235,0.1235,0.05
0.10305,0.46408,0.49994,0.045964,37,0.1085,0.4785,0.05
0.46138,0.019989,0.50778,0.050028,38,0.366,0.0235,0.05
0.016611,0.35164,0.50141,0.052422,39,0.016,0.3435,0.05
0.18526,0.0071112,0.49337,0.054696,40,0.1885,0.011,0.05
0.42445,0.22856,0.50872,0.049431,41,0.4185,0.226,0.05
0.34333,0.14997,0.47536,0.052056,42,0.3485,0.146,0.05
0.15908,0.4407,0.51364,0.044941,43,0.156,0.4385,0.05
0.42879,0.10146,0.48628,0.04574,44,0.4235,0.0885,0.05
0.10386,0.079134,0.49027,0.055659,45,0.111,0.086,0.05
0.20083,0.28084,0.52066,0.04724,46,0.2035,0.276,0.05
0.375,0.26593,0.49039,0.047149,47,0.3435,0.2535,0.05
0.29763,0.10006,0.50295,0.046358,48,0.3135,0.101,0.05
0.2273,0.038715,0.50405,0.051053,49,0.2185,0.031,0.05
0.30645,0.48005,0.53207,0.04775,50,0.3235,0.4935,0.05
0.23616,0.35065,0.48252,0.051613,51,0.2485,0.3685,0.05
0.48074,0.27575,0.50238,0.048202,52,0.4985,0.291,0.05
0.14719,0.24043,0.52036,0.05215,53,0.146,0.231,0.05
0.32079,0.20167,0.50303,0.0509,54,0.3385,0.2235,0.05
0.41694,0.32433,0.50604,0.045267,55,0.391,0.316,0.05
0.081595,0.21206,0.52454,0.051047,56,0.0835,0.211,0.05
0.20364,0.35642,0.52853,0.046638,57,0.191,0.3535,0.05
0.27037,0.14231,0.51739,0.050611,58,0.2585,0.126,0.05
0.29709,0.033552,0.48659,0.047697,59,0.2385,0.036,0.05
0.36951,0.41637,0.49466,0.048405,60,0.3635,0.391,0.05
0.081614,0.26993,0.48011,0.04935,61,0.0885,0.281,0.05
0.43543,0.36315,0.50225,0.052211,62,0.416,0.346,0.05
0.28433,0.10118,0.51058,0.050413,63,0.2935,0.1135,0.05
0.336,0.10374,0.52476,0.056104,64,0.3285,0.0985,0.05
0.017156,0.28291,0.46717,0.047462,65,0.0185,0.286,0.05
0.45356,0.25116,0.51123,0.049288,66,0.451,0.261,0.05
0.28539,0.18241,0.52181,0.046721,67,0.336,0.1935,0.05
0.038967,0.051024,0.51438,0.047597,68,0.0385,0.0485,0.05
0.248,0.12492,0.49936,0.047507,69,0.2135,0.121,0.05
0.32354,0.02872,0.49346,0.044517,70,0.3185,0.021,0.05
0.3065,0.13772,0.5065,0.055259,71,0.286,0.1385,0.05
0.0035659,0.31193,0.50496,0.053941,72,0.0035,0.436,0.05
0.19043,0.43387,0.51206,0.049362,73,0.201,0.461,0.05
0.31088,0.098204,0.49879,0.049025,74,0.2885,0.0935,0.05
0.092001,0.32516,0.51955,0.052122,75,0.0935,0.3285,0.05
0.50864,0.062803,0.50962,0.049505,76,0.476,0.0635,0.05
0.28956,0.46994,0.50356,0.050708,77,0.281,0.4585,0.05
0.43657,0.14054,0.47027,0.048842,78,0.4035,0.131,0.05
0.2901,0.4794,0.52731,0.051546,79,0.291,0.4835,0.05
0.39562,0.30038,0.49695,0.046671,80,0.4335,0.3185,0.05
0.29313,0.22517,0.52111,0.049007,81,0.2985,0.221,0.05
0.078219,0.23816,0.50583,0.051263,82,0.076,0.236,0.05
0.37364,0.21032,0.51266,0.054218,83,0.396,0.2135,0.05
0.078799,0.34281,0.52095,0.043372,84,0.0785,0.3385,0.05
0.13761,0.25273,0.50755,0.050244,85,0.1385,0.241,0.05
0.11102,0.4801,0.51724,0.04357,86,0.1135,0.4885,0.05
0.28531,0.044718,0.5053,0.043502,87,0.3985,0.066,0.05
0.26342,0.43206,0.46505,0.052445,88,0.271,0.4335,0.05
0.2615,0.21677,0.49082,0.044794,89,0.276,0.2185,0.05
0.47266,0.30712,0.5103,0.048888,90,0.4785,0.306,0.05
0.51572,0.37673,0.49665,0.047238,91,0.4885,0.376,0.05
0.22942,0.19117,0.5152,0.051665,92,0.236,0.2035,0.05
0.459,0.28508,0.50125,0.053744,93,0.471,0.2985,0.05
0.31879,0.059337,0.49218,0.048024,94,0.321,0.0535,0.05
0.40704,0.24201,0.48892,0.045355,95,0.4385,0.251,0.05
0.39928,0.19524,0.53947,0.046427,96,0.376,0.191,0.05
0.058765,0.35503,0.50043,0.051752,97,0.0585,0.3485,0.05
0.31521,0.18384,0.49719,0.049321,98,0.296,0.1635,0.05
0.13751,0.26483,0.49534,0.051863,99,0.136,0.256,0.05
0.26314,0.43547,0.49973,0.051797,100,0.2535,0.4435,0.05
0.24447,0.33405,0.52209,0.05289,101,0.261,0.361,0.05
0.2603,0.1512,0.51475,0.046207,102,0.256,0.156,0.05
0.077988,0.31961,0.48192,0.049238,103,0.071,0.2785,0.05
0.24045,0.49735,0.52049,0.049569,104,0.241,0.496,0.05
0.15362,0.28575,0.48287,0.048697,105,0.161,0.3035,0.05
0.40076,0.37692,0.52482,0.0476,106,0.3935,0.381,0.05
0.131,0.24198,0.53454,0.047703,107,0.121,0.2385,0.05
0.47595,0.016261,0.51213,0.048589,108,0.386,0.016,0.05
0.059605,0.41991,0.50582,0.045969,109,0.061,0.421,0.05
0.39188,0.039122,0.52116,0.052286,110,0.466,0.0385,0.05
0.013137,0.3789,0.51211,0.054383,111,0.0135,0.3885,0.05
0.049848,0.19152,0.53902,0.044797,112,0.0485,0.1885,0.05
0.17106,0.14125,0.49757,0.052175,113,0.1685,0.1485,0.05
0.028012,0.010894,0.48066,0.054004,114,0.031,0.0135,0.05
0.39953,0.40662,0.50516,0.048752,115,0.406,0.416,0.05
0.44273,0.16231,0.49572,0.048838,116,0.4835,0.181,0.05
0.19145,0.076979,0.5133,0.045977,117,0.1785,0.076,0.05
0.13662,0.15869,0.5324,0.04926,118,0.1335,0.1535,0.05
0.49756,0.48859,0.49566,0.050836,119,0.4735,0.4735,0.05
0.30469,0.46959,0.47177,0.053588,120,0.3035,0.476,0.05
0.22339,0.13027,0.54491,0.050198,121,0.1985,0.116,0.05
0.44082,0.083796,0.49865,0.050701,122,0.446,0.096,0.05
0.17028,0.27387,0.518,0.046115,123,0.1535,0.246,0.05
0.21421,0.19036,0.51483,0.047223,124,0.2085,0.1785,0.05
0.028101,0.29679,0.49297,0.051402,125,0.0285,0.331,0.05
0.12838,0.38855,0.49381,0.054855,126,0.131,0.3985,0.05
0.24952,0.19612,0.49129,0.04818,127,0.246,0.2085,0.05
0.49743,0.28169,0.46165,0.050063,128,0.4135,0.271,0.05
0.14801,0.41718,0.4938,0.043326,129,0.151,0.4185,0.05
0.10479,0.46772,0.47886,0.044342,130,0.0985,0.4485,0.05
0.38834,0.24511,0.47252,0.042982,131,0.3735,0.2435,0.05
0.35987,0.45762,0.50162,0.052551,132,0.356,0.4635,0.05
0.2738,0.026752,0.48572,0.046844,133,0.306,0.026,0.05
0.36715,0.070227,0.47942,0.049309,134,0.301,0.0585,0.05
0.010776,0.38958,0.5011,0.049273,135,0.011,0.456,0.05
0.45736,0.40146,0.50324,0.051678,136,0.4435,0.411,0.05
0.35953,0.12922,0.51365,0.040641,137,0.401,0.1285,0.05
0.11096,0.44421,0.49198,0.039729,138,0.116,0.4285,0.05
0.41502,0.32863,0.50156,0.045926,139,0.421,0.341,0.05
0.4687,0.27771,0.50101,0.04914,140,0.461,0.2735,0.05
0.0068899,0.41972,0.50595,0.043626,141,0.006,0.3935,0.05
0.35498,0.43636,0.49243,0.045839,142,0.346,0.431,0.05
0.10141,0.40665,0.48383,0.045223,143,0.096,0.3785,0.05
0.33305,0.084373,0.4861,0.052812,144,0.316,0.091,0.05
0.089467,0.3122,0.5291,0.047748,145,0.091,0.311,0.05
0.33049,0.10557,0.50506,0.047706,146,0.3685,0.1035,0.05
0.10219,0.47298,0.46174,0.050477,147,0.106,0.491,0.05
0.36536,0.067101,0.4961,0.05288,148,0.341,0.0685,0.05
0.13627,0.11905,0.52217,0.048751,149,0.141,0.1185,0.05
0.30047,0.038227,0.52922,0.051488,150,0.4485,0.041,0.05
0.25489,0.3051,0.50016,0.049315,151,0.2635,0.3235,0.05
0.1679,0.31149,0.4827,0.049212,152,0.166,0.3085,0.05
0.18933,0.31269,0.48848,0.042314,153,0.176,0.301,0.05
0.079177,0.01453,0.5068,0.049803,154,0.101,0.0185,0.05
0.26357,0.12199,0.51872,0.049208,155,0.2285,0.111,0.05
0.22586,0.26617,0.51888,0.053002,156,0.206,0.2585,0.05
0.29137,0.37884,0.5263,0.043654,157,0.2735,0.3585,0.05
0.23525,0.3309,0.49976,0.045601,158,0.2335,0.336,0.05
0.042101,0.19549,0.4936,0.040227,159,0.0435,0.206,0.05
0.056429,0.36631,0.50258,0.042855,160,0.056,0.371,0.05
0.18193,0.17993,0.48344,0.051208,161,0.1835,0.1835,0.05
0.47497,0.31875,0.48754,0.04812,162,0.496,0.3135,0.05
0.41328,0.3961,0.48468,0.047368,163,0.431,0.4135,0.05
0.25385,0.099249,0.50793,0.0513,164,0.1585,0.071,0.05
0.31081,0.0084855,0.50406,0.043798,165,0.2785,0.006,0.05
0.40796,0.40936,0.50205,0.055324,166,0.3885,0.401,0.05
0.31607,0.17472,0.5107,0.055179,167,0.3335,0.1585,0.05
0.16889,0.089223,0.50461,0.05035,168,0.1935,0.106,0.05
0.22196,0.264,0.51406,0.045234,169,0.226,0.2635,0.05
0.11767,0.50992,0.52105,0.049656,170,0.1185,0.481,0.05
0.24579,0.27204,0.4794,0.047298,171,0.2435,0.2835,0.05
0.17186,0.1822,0.51639,0.048597,172,0.196,0.216,0.05
0.44104,0.46954,0.50307,0.047312,173,0.441,0.441,0.05
0.038665,0.18972,0.53899,0.049602,174,0.041,0.1985,0.05
0.37417,0.086188,0.50082,0.04285,175,0.3835,0.0835,0.05
0.070565,0.042618,0.50336,0.044805,176,0.081,0.051,0.05
0.0489,0.15032,0.52645,0.046251,177,0.046,0.1335,0.05
0.033349,0.46248,0.50987,0.052414,178,0.036,0.466,0.05
0.1406,0.025619,0.46736,0.041401,179,0.126,0.0285,0.05
0.16024,0.10735,0.50589,0.045325,180,0.1635,0.1085,0.05
0.2957,0.38048,0.51705,0.052061,181,0.3085,0.4085,0.05
0.36174,0.14861,0.45784,0.041855,182,0.3535,0.151,0.05
0.35301,0.069699,0.49695,0.042139,183,0.436,0.081,0.05
0.43557,0.46927,0.49463,0.043511,184,0.411,0.4685,0.05
0.21631,0.29463,0.50471,0.044031,185,0.216,0.2935,0.05
0.18037,0.45246,0.49648,0.049544,186,0.186,0.486,0.05
0.22723,0.40428,0.49421,0.051477,187,0.221,0.396,0.05
0.10392,0.26982,0.49324,0.04151,188,0.1035,0.266,0.05
0.090978,0.33288,0.49431,0.055603,189,0.086,0.326,0.05
0.48515,0.21005,0.49504,0.052349,190,0.426,0.196,0.05
0.24367,0.25383,0.47012,0.045566,191,0.231,0.2335,0.05
0.30687,0.26339,0.5206,0.049651,192,0.326,0.2485,0.05
0.43594,0.0097334,0.50975,0.045931,193,0.456,0.001,0.05
0.24741,0.35698,0.51095,0.049215,194,0.251,0.3635,0.05
0.15709,0.17723,0.50777,0.048733,195,0.1485,0.171,0.05
0.023021,0.16614,0.50014,0.045063,196,0.0235,0.176,0.05
0.49823,0.16508,0.49251,0.048867,197,0.491,0.161,0.05
0.023359,0.21883,0.50751,0.04947,198,0.021,0.201,0.05
0.17993,0.0028395,0.46529,0.047255,199,0.2235,0.0035,0.05
0.010029,0.20498,0.48672,0.046052,200,0.0085,0.1685,0.05
