session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Current U.S state of residence,Employment Status,First Language,Nationality,Sex,Student Status,Vision
60b7a9d9448629ba40b76447,5b06c54e383b80000115405b,APPROVED,2021-06-02 15:55:10.680000,2021-06-02 16:55:39.992000,3629.312,24,760,1,100,2021-06-03 17:19:57.061000,2C95CFEE,United States,United States,Illinois (IL),Unemployed (and job seeking),DATA EXPIRED,United States,Female,No,Yes
60b7c3d05790b8329ad7b97f,5e2a43116a126f0a33059175,RETURNED,2021-06-02 17:46:02.751000,,85098.022557,20,328,2,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60b7c515305ab9833cdebf36,599a75746b939900012da22b,APPROVED,2021-06-02 17:51:21.308000,2021-06-02 18:56:20.360000,3899.052,34,274,4,99,2021-06-03 17:20:00.344000,2C95CFEE,United States,United States,California (CA),DATA EXPIRED,DATA EXPIRED,United States,Female,DATA EXPIRED,Yes
60b7c928f90de00865e5dbf9,5e70bf61017e070009a8a738,APPROVED,2021-06-02 18:08:43.924000,2021-06-02 19:25:41.723000,4617.799,23,629,0,100,2021-06-03 17:20:02.452000,2C95CFEE,United States,United States,Tennessee (TN),DATA EXPIRED,DATA EXPIRED,United States,Female,DATA EXPIRED,Yes
60b7d7ea0e7020989e2701ad,5a94ca1a873cda0001dc7147,RETURNED,2021-06-02 19:11:41.495000,,79959.331522,30,720,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60b7d892f13312be73f66682,5b5d13d25256470001bc5ef2,APPROVED,2021-06-02 19:14:29.757000,2021-06-02 21:20:08.426000,7538.669,25,978,4,100,2021-06-03 17:20:05.459000,2C95CFEE,United States,United States,Texas (TX),DATA EXPIRED,DATA EXPIRED,United States,Male,No,Yes
60b7d9359cdbf23ba8e835eb,60270575bdf57648f8ca9b7d,APPROVED,2021-06-02 19:23:38.609000,2021-06-02 20:47:13.156000,5014.547,36,46,0,100,2021-06-03 17:20:09.412000,2C95CFEE,Poland,Poland,Texas (TX),Full-Time,DATA EXPIRED,Poland,Male,No,Yes
60b7dd152fc8ac3d6c1c0d1a,5d558ebe886e3f0020e90fce,APPROVED,2021-06-02 19:36:55.965000,2021-06-02 20:47:56.298000,4260.333,31,470,0,100,2021-06-03 17:20:10.973000,2C95CFEE,United States,United States,Michigan (MI),DATA EXPIRED,DATA EXPIRED,United States,Female,DATA EXPIRED,Yes
60b7e03db205a31e507c258e,60b7a77ccd6f5c19f13e83e6,APPROVED,2021-06-02 19:47:11.457000,2021-06-02 20:52:48.079000,3936.622,27,26,0,100,2021-06-03 17:20:14.092000,2C95CFEE,United States,United States,New York (NY),Unemployed (and job seeking),DATA EXPIRED,United States,Female,No,Yes
60b7e366bf191624e9caf3ae,5c483b61c0fdf700013b99cb,RETURNED,2021-06-02 20:09:15.722000,,76505.187527,42,304,2,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60b7e4566b3aefc5cc297645,5e7262299af97605a7e4a911,APPROVED,2021-06-02 20:04:41.784000,2021-06-02 21:46:31.817000,6110.033,24,129,0,100,2021-06-03 17:20:15.691000,2C95CFEE,United States,United States,Florida (FL),Part-Time,DATA EXPIRED,United States,Female,No,Yes
60b7e61b9020a7cbd1299cb0,60b675f26a586f22d6c47e29,RETURNED,2021-06-02 20:12:17.823000,,76323.119067,27,22,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60b7e7c7df3106ed0e3df49f,5c7b6606edd568001200fa9c,APPROVED,2021-06-02 20:19:32.994000,2021-06-02 21:23:03.897000,3810.903,22,719,1,100,2021-06-03 17:20:17.012000,2C95CFEE,United States,United States,Georgia (GA),"Not in paid work (e.g. homemaker', 'retired or disabled)",DATA EXPIRED,United States,Female,Yes,Yes
60b7ebc41506301a5c73d1a5,5f1338a87447d0308e865fd0,RETURNED,2021-06-02 20:36:24.919000,,74876.052165,19,470,3,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60b7ef3f2d1d53a46bc90a44,5b33034d975e260001e981c9,RETURNED,2021-06-02 21:02:00.038000,,73340.948902,25,586,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60b7f4cc0fbc924c561755f6,60b5b5c3c82bf93862a9246c,APPROVED,2021-06-02 21:15:01.136000,2021-06-02 22:27:30.641000,4349.505,34,14,0,100,2021-06-03 17:20:20.199000,2C95CFEE,United States,United States,Virginia (VA),Full-Time,DATA EXPIRED,United States,Male,No,Yes
60b81596a7e9809f07277fbd,5c747b0f181ad300113363ed,APPROVED,2021-06-02 23:34:57.288000,2021-06-03 00:42:21.144000,4043.856,44,1079,4,100,2021-06-03 17:20:21.587000,2C95CFEE,United States,United States,Florida (FL),DATA EXPIRED,DATA EXPIRED,United States,Male,DATA EXPIRED,Yes
60b815cc24922cfa3f73c698,60a451dd76cf19ed275d3f49,APPROVED,2021-06-02 23:35:53.258000,2021-06-03 01:23:27.209000,6453.951,25,17,0,100,2021-06-03 17:20:25.543000,2C95CFEE,South Africa,South Africa,California (CA),Full-Time,DATA EXPIRED,South Africa,Female,Yes,Yes
60b815d6056bff0e1c4423bc,5ea85e3d8d1ca50b61599a03,APPROVED,2021-06-02 23:35:52.500000,2021-06-03 00:35:32.888000,3580.388,53,578,8,97,2021-06-03 17:20:26.682000,2C95CFEE,United States,United States,Wisconsin (WI),Full-Time,DATA EXPIRED,United States,Male,No,Yes
60b81717f41b82b9bf2f812f,5d80e72af73a9d001d0de6b2,APPROVED,2021-06-02 23:41:14.238000,2021-06-03 00:46:48.672000,3934.434,27,151,0,100,2021-06-03 17:20:29.651000,2C95CFEE,United States,United States,Arizona (AZ),Unemployed (and job seeking),DATA EXPIRED,United States,Female,No,Yes
60b8181d76e7e7764d74732b,57d3ec302fa3300001453bb2,APPROVED,2021-06-02 23:45:37.169000,2021-06-03 01:32:17.694000,6400.525,36,1220,8,99,2021-06-03 17:20:31.414000,2C95CFEE,United States,United States,California (CA),Part-Time,DATA EXPIRED,United States,Male,No,Yes
60b8182eda11d77d87424cff,6089d2c30b9d071ec51663ef,APPROVED,2021-06-02 23:46:02.490000,2021-06-03 01:11:46.804000,5144.314,26,61,3,96,2021-06-03 17:20:36.025000,2C95CFEE,United States,United States,Maryland (MD),Full-Time,DATA EXPIRED,United States,Female,Yes,Yes
60b8188de02751dc671bf908,5f2df32491f3f9141e32d89b,APPROVED,2021-06-02 23:47:29.582000,2021-06-03 01:05:56.449000,4706.867,21,472,3,99,2021-06-03 17:20:37.459000,2C95CFEE,United States,United States,Oregon (OR),DATA EXPIRED,DATA EXPIRED,United States,Female,DATA EXPIRED,Yes
60b819b77d749467b5f320d9,5ef76ff7d195c248bfe25115,APPROVED,2021-06-02 23:52:25.484000,2021-06-03 00:56:21.976000,3836.492,19,136,3,98,2021-06-03 17:20:39.711000,2C95CFEE,United States,United States,Kentucky (KY),DATA EXPIRED,DATA EXPIRED,United States,Male,DATA EXPIRED,Yes
60b819d4fa3c8386de4f1c8c,5fc676bca0e5b62de0e2e4c0,APPROVED,2021-06-02 23:52:55.538000,2021-06-03 01:03:38.462000,4242.924,24,346,1,100,2021-06-03 17:20:41.314000,2C95CFEE,United States,United States,New Jersey (NJ),DATA EXPIRED,DATA EXPIRED,United States,Female,DATA EXPIRED,Yes
60b81a210c3a66eb41ed9389,5dbb38bba9e74e1374d4d7be,RETURNED,2021-06-02 23:54:11.448000,,63009.761214,31,237,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60b81a8aed23853003ae8795,5a94579a89de8200013ec36e,APPROVED,2021-06-02 23:55:59.494000,2021-06-03 01:16:13.041000,4813.547,22,749,1,100,2021-06-03 17:20:43.904000,2C95CFEE,United States,United States,California (CA),DATA EXPIRED,DATA EXPIRED,United States,Female,DATA EXPIRED,Yes
60b81aae11a47e13ac7a02c3,5e90d6e24e0cfb0d2b8006c0,APPROVED,2021-06-02 23:56:33.369000,2021-06-03 01:18:03.966000,4890.597,30,209,1,100,2021-06-03 17:20:47.158000,2C95CFEE,United States,United States,New York (NY),DATA EXPIRED,DATA EXPIRED,United States,Male,DATA EXPIRED,Yes
60b81af8b3951838dca6a729,58066bf52d948b00014ba876,RETURNED,2021-06-02 23:57:50.488000,,62790.777206,27,390,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60b81b743ef98fa293e62c60,5f6e36c7f042f033d0f97bc1,APPROVED,2021-06-02 23:59:48.636000,2021-06-03 01:15:14.415000,4525.779,30,268,0,100,2021-06-03 17:20:48.681000,2C95CFEE,United States,United States,Arkansas (AR),DATA EXPIRED,DATA EXPIRED,United States,Male,DATA EXPIRED,Yes
60b81b87557ae645c9281816,608067bd0261a4d1478f5213,APPROVED,2021-06-03 00:00:18.393000,2021-06-03 01:10:57.549000,4239.156,20,67,0,100,2021-06-03 17:20:50.839000,2C95CFEE,United States,United States,Texas (TX),Unemployed (and job seeking),DATA EXPIRED,United States,Female,No,Yes
60b81bab6c7395de252e7cd9,60b30490e1110c6d0a3e8b99,APPROVED,2021-06-03 00:00:47.175000,2021-06-03 01:41:41.373000,6054.198,25,40,0,100,2021-06-03 17:20:51.971000,2C95CFEE,Guyana,United States,Maryland (MD),Full-Time,DATA EXPIRED,United States,Male,No,Yes
60b81be0d069e8578106f61c,5f9487884c21942ba9b1560d,APPROVED,2021-06-03 00:01:40.332000,2021-06-03 01:39:26.754000,5866.422,19,280,2,99,2021-06-03 17:20:53.343000,2C95CFEE,United States,United States,Indiana (IN),DATA EXPIRED,DATA EXPIRED,United States,Female,DATA EXPIRED,Yes
60b81c51fde473003060728e,5f57b77201b55b299def4635,APPROVED,2021-06-03 00:03:35.768000,2021-06-03 01:12:43.131000,4147.363,19,102,1,100,2021-06-03 17:20:55.100000,NOCODE,United States,United States,Washington (WA),Unemployed (and job seeking),DATA EXPIRED,United States,Female,Yes,Yes
60b81cbea23161464543f66d,5f527d381b73b45422c50abf,APPROVED,2021-06-03 00:05:21.539000,2021-06-03 01:10:49.599000,3928.06,32,456,3,100,2021-06-03 17:20:56.659000,2C95CFEE,United States,United States,New Jersey (NJ),DATA EXPIRED,DATA EXPIRED,United States,Female,No,Yes
60b81ec22126728d0eeb5ead,5ee524d13384cb0b0adca1c2,APPROVED,2021-06-03 00:13:57.777000,2021-06-03 01:31:30.430000,4652.653,39,532,2,99,2021-06-03 17:20:58.881000,2C95CFEE,United States,United States,Missouri (MO),Other,DATA EXPIRED,United States,Female,No,Yes
60b81f3abce783be41a5478f,5c8ec49f692c610001e14eca,APPROVED,2021-06-03 00:15:58.592000,2021-06-03 01:27:10.797000,4272.205,23,476,0,100,2021-06-03 17:21:01.527000,2C95CFEE,United States,United States,California (CA),Full-Time,DATA EXPIRED,United States,Male,No,Yes
60b81f58746852cff2176f22,5ea89d0c5a0a9c12978f8263,APPROVED,2021-06-03 00:16:36.027000,2021-06-03 01:27:37.151000,4261.124,36,780,0,100,2021-06-03 17:21:04.087000,2C95CFEE,Panama,United States,Florida (FL),DATA EXPIRED,DATA EXPIRED,United States,Male,DATA EXPIRED,Yes
60b8203bf8999ec2f9f9541f,5f83d644fcce94560676f774,APPROVED,2021-06-03 00:20:15.168000,2021-06-03 02:04:19.218000,6244.05,22,320,0,100,2021-06-03 17:21:07.462000,2C95CFEE,United States,United States,Texas (TX),Unemployed (and job seeking),DATA EXPIRED,United States,Male,No,Yes
60b820c7253b3efda34ce640,60485c6bfddf0e195cb18b62,APPROVED,2021-06-03 00:22:34.618000,2021-06-03 01:31:49.915000,4155.297,24,150,0,100,2021-06-03 17:21:09.580000,2C95CFEE,United States,United States,Texas (TX),Unemployed (and job seeking),DATA EXPIRED,United States,Male,No,Yes
60b8210cd7085b912e98dfe1,609a0627d44a4164ac961d56,APPROVED,2021-06-03 00:27:52.680000,2021-06-03 02:12:07.534000,6254.854,18,75,1,99,2021-06-03 17:21:11.025000,2C95CFEE,United States,United States,California (CA),Unemployed (and job seeking),DATA EXPIRED,United States,Male,Yes,Yes
60b8212224c8656ab6ed76d2,5d5885bcfe6fea0019b2cdd5,APPROVED,2021-06-03 00:24:04.440000,2021-06-03 01:41:58.591000,4674.151,21,508,0,100,2021-06-03 17:21:12.555000,2C95CFEE,Vietnam,United States,Massachusetts (MA),DATA EXPIRED,DATA EXPIRED,United States,Female,DATA EXPIRED,Yes
60b82162efbbe765a5ff78b8,5eed55b9dea2cb19430029b0,APPROVED,2021-06-03 00:25:15.936000,2021-06-03 01:55:57.093000,5441.157,19,573,2,100,2021-06-03 17:21:14.873000,2C95CFEE,United States,United States,South Carolina (SC),DATA EXPIRED,DATA EXPIRED,United States,Female,DATA EXPIRED,Yes
60b821f5399ff8cad31cc48d,5e81831489a21d86ebb050f4,APPROVED,2021-06-03 00:27:38.127000,2021-06-03 01:41:26.858000,4428.731,21,46,0,100,2021-06-03 17:21:17.639000,2C95CFEE,United States,United States,Virginia (VA),Unemployed (and job seeking),DATA EXPIRED,United States,Female,Yes,Yes
60b822be5537b7990478169f,5fc5d286e71f9313fdefbdba,RETURNED,2021-06-03 00:31:00.076000,,60801.467433,21,416,6,97,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60b8235b88b6c0c06f8ee8b5,5b4b59fe3905740001273cfc,APPROVED,2021-06-03 00:33:36.240000,2021-06-03 01:59:13.396000,5137.156,36,1684,3,100,2021-06-03 17:21:19.147000,2C95CFEE,United States,United States,Texas (TX),DATA EXPIRED,DATA EXPIRED,United States,Female,DATA EXPIRED,Yes
60b823f3a0a19e7e0fcde533,6021052af8c87800090529a6,RETURNED,2021-06-03 00:36:05.189000,,60496.40366,18,18,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60b824766b12f703ace0c1d9,5f503dfc47022a1bc112557a,APPROVED,2021-06-03 00:38:14.060000,2021-06-03 01:57:35.237000,4761.177,37,614,2,100,2021-06-03 17:21:24.641000,2C95CFEE,United States,United States,Ohio (OH),DATA EXPIRED,DATA EXPIRED,United States,Male,DATA EXPIRED,Yes
60b8249988f7c5b6bd7cd7cf,5f6bcda8e35ca913c16a33f6,TIMED-OUT,2021-06-03 00:38:59.115000,,60322.550559,20,56,1,99,,,United States,United States,California (CA),DATA EXPIRED,DATA EXPIRED,United States,Female,DATA EXPIRED,Yes
60b824c6deddd5848cca4c50,5f59dc445d3541000c150f40,RETURNED,2021-06-03 00:50:00.045000,,59661.637838,20,178,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60b8257d51c02afa46ed9833,5fc8a956800c80232e0b7a32,APPROVED,2021-06-03 00:42:39.486000,2021-06-03 01:51:04.476000,4104.99,26,12,0,100,2021-06-03 17:21:27.670000,2C95CFEE,United States,United States,California (CA),Part-Time,DATA EXPIRED,United States,Female,No,Yes
60b825a3d08d47576413f803,5ede9b80b8a141131edabbe1,APPROVED,2021-06-03 00:44:02.217000,2021-06-03 02:07:38.635000,5016.418,26,228,2,98,2021-06-03 17:21:28.729000,2C95CFEE,United States,United States,Michigan (MI),DATA EXPIRED,DATA EXPIRED,United States,Female,DATA EXPIRED,Yes
60b825bbc136a7130385ae65,6028809b7057061e0ede2cb6,APPROVED,2021-06-03 00:43:44.382000,2021-06-03 01:45:55.809000,3731.427,19,119,0,100,2021-06-03 17:21:30.645000,2C95CFEE,United States,United States,Florida (FL),Unemployed (and job seeking),DATA EXPIRED,United States,Male,Yes,Yes
60b8277f8d3306953f4ad47e,5968fc630e679d0001fabf37,APPROVED,2021-06-03 00:51:14.254000,2021-06-03 01:51:27.127000,3612.873,22,753,0,100,2021-06-03 17:21:31.966000,2C95CFEE,United States,United States,Illinois (IL),Due to start a new job within the next month,DATA EXPIRED,United States,Male,No,Yes
60b82c3af42e9bc7b594dfbe,5fa5a42fae5c000e9415aa4d,APPROVED,2021-06-03 01:11:28.231000,2021-06-03 02:22:40.592000,4272.361,30,353,0,100,2021-06-03 17:21:35.186000,2C95CFEE,United States,United States,Wisconsin (WI),"Not in paid work (e.g. homemaker', 'retired or disabled)",DATA EXPIRED,United States,Female,No,Yes
60b82e5bb0564051de0ac438,607ce7d15a79db07f6287601,APPROVED,2021-06-03 01:20:29.777000,2021-06-03 02:27:49.161000,4039.384,33,71,0,100,2021-06-03 17:21:37.356000,2C95CFEE,United States,United States,Alabama (AL),Unemployed (and job seeking),DATA EXPIRED,United States,Female,Yes,Yes
60b853d1f66dd697f6bcae35,58c2b049efb64f00013582da,APPROVED,2021-06-03 04:00:30.549000,2021-06-03 05:14:28.728000,4438.179,37,1067,8,99,2021-06-03 17:21:39.190000,2C95CFEE,United States,United States,South Carolina (SC),DATA EXPIRED,DATA EXPIRED,United States,Male,DATA EXPIRED,Yes
